Company Name,Orbit,Challenge Area,Industry,Business Model,Website,Featured,Description,Investors,Growth Score,Employees added since last funding,Mindshare Score,Momentum Score,Mattermark URL,Is Raising On AngelList,AngelList Raising Amount,AngelList Pre-Money Valuation,AngelList Raised Amount,Keywords,Employee Count,Employees Month Ago,Employees Added This Month,Employees MoM,Employees 6 Months Ago,Employees Added In 6 Months,Employees 6 Months Growth,Est. Monthly Uniques,Monthly Uniques Week Ago,Monthly Uniques WoW,Monthly Uniques Month Ago,Monthly Uniques MoM,Est. Monthly Mobile Downloads,Mobile Downloads Week Ago,Mobile Downloads WoW,Mobile Downloads Month Ago,Mobile Downloads MoM,Mobile Growth Score,Twitter Followers,Twitter Followers Week Ago,Twitter Followers WoW,Twitter Followers Month Ago,Twitter Followers MoM,Twitter Mentions Last Week,Twitter Mentions 2 Weeks Ago,Twitter Mentions WoW,Twitter Mentions Last Month,Twitter Mentions 2 Months Ago,Twitter Mentions MoM,Facebook Likes,Facebook Likes Week Ago,Facebook Likes Wow,Facebook Likes Month Ago,Facebook Likes MoM,Facebook Talking Last Week,Facebook Talking 2 Weeks Ago,Facebook Talking WoW,Facebook Talking Month Ago,Facebook Talking 2 Months Ago,Facebook Talking MoM,LinkedIn Follows,LinkedIn Follows Week Ago,LinkedIn Follows WoW,LinkedIn Follows Month Ago,LinkedIn Follows MoM,Est. Founding Date,Stage,Total Funding,Last Funding Date,Last Funding Amount,Location,City,Region,State,Country,Continent,Has Mobile App,Months since last funding,New person months since last funding,New funding employee growth
Wattblock,Assurance,Resources,cleantech|energy,B2B|B2C,http://wattblock.com.au,,Wattblock is an energy efficiency startup that provides a cost-effective way to audit large commercial buildings.,Muru D Sydney Class 2,149,3,94,0,https://mattermark.com/app/data/10272516/,No,,,,sustainability,8,7,1,14,3,5,167,114,38,200,14,714,,,,,,,464,,,,,,,,,,,55,55,0,55,0,4,4,0,3,5,-40,9,8,13,7,29,1/1/2014,Pre Series A,500000,9/7/2015,500000,sydney,sydney,,,aus,OC,No,2,3,166666.67
Weather Analytics,Assurance,Resources,advertising|analytics|cleantech,B2B,http://weatheranalytics.com,,Weather Analytics provides weather intelligence through a globally comprehensive historical weather database as well as current and forecast conditions.,Maryland Venture Fund|In-Q-Tel|In-Q-Tel|Maryland Venture Fund,145,30,82,0,https://mattermark.com/app/data/161527/weather-analytics,No,,,,big data,47,46,1,2,44,3,7,833,800,4,719,16,,,,,,,502,,,,,3,2,50,20,24,-17,746,745,0,743,0,4,3,33,5,4,25,778,765,2,733,6,1/1/2005,Pre Series A,2250000,11/11/2013,500000,washington d.c.,alexandria,washington d.c.,VA,usa,NA,No,24,445,1123.6
WeatherCloud Inc.,Assurance,Built Environment,internet of things|transportation,B2B|B2G,http://weathercloud.co,,WeatherCloud Inc. is a Boulder-based start-up utilizing automobiles as weather sensors to produce granular weather forecasts.,,11,,11,-159,https://mattermark.com/app/data/236162/weathercloud-inc,No,,,,big data|internet of things|public safety,,,,,,,,2,19,-89,19,-89,,,,,,,75,,,,,0,1,-100,1,0,,83,84,-1,82,1,1,1,0,1,1,0,,,,,,,No Known Funding,,,,boulder,boulder,boulder,CO,usa,NA,No,,,
Weathermob,Core,Government,mobile|resilience,B2B|B2G,http://weathermob.me,,"Weathermob is an app that lets its users share, discover and discuss the weather with people from around the world.",Mark Hastings|Drew Volpe|Lord Waheed Alli|Victoria Hackett|Drew Volpe|Tim Albright|Christopher Austin|Mark Hastings,28,2,24,-464,https://mattermark.com/app/data/126887/,No,,,,crowdsourcing|location based services (lbs)|social media,3,3,0,0,2,1,50,193,200,-4,208,-7,3343,,,,,0,1,,,,,0,0,,0,0,,4541,4542,0,4546,0,3,2,50,3,3,0,15,15,0,15,0,1/1/2012,Exited (acquired),1010000,7/17/2013,650000,boston,cambridge,boston,MA,usa,NA,Yes,27,29,22413.79
WegoWise,Assurance,Resources,energy|market research,B2B|SaaS,http://wegowise.com,,"WegoWise is an online tool for tracking utility data, benchmarking energy and water use, prioritizing retrofits, and measurement and verification (M&amp;V).",,125,18,91,0,https://mattermark.com/app/data/87411/wegowise,No,,,,clean energy|collisionconf2015|it|sustainability,38,37,1,3,34,4,12,2862,2702,6,3926,-27,,,,,,,1579,,,,,14,10,40,58,64,-9,281,279,1,279,1,1,1,0,1,1,0,448,441,2,429,4,1/1/2010,A,4900000,5/14/2013,3000000,boston,boston,boston,MA,usa,NA,No,29,269,11152.42
Yeloha,Assurance,Resources,cleantech|energy,B2C,http://yeloha.com,,The Solar Sharing Network,Carmel Ventures,431,3,406,57,https://mattermark.com/app/data/10948776/,No,,,,clean energy|solar,21,21,0,0,,,,12796,6296,103,1327,864,,,,,,,112,,,,,,,,,,,974,965,1,922,6,34,39,-13,61,66,-8,50,,,,,1/1/2015,A,3500000,4/8/2015,3500000,,,,,,,No,7,22,159090.91
ZBoard,Safety,Mobility & Logistics,hardware|mobility,B2C,http://zboardshop.com,,Weight-Sensing Electric Skateboard,500 Startups|Indiegogo|500 Startups|500 Startups Batch 7 (Fall 2013),225,2,215,-540,https://mattermark.com/app/data/88109/,No,,,,consumer electronics|consumer goods|electric vehicles|sporing goods|sustainability,5,4,1,25,3,2,67,28588,28168,1,21992,30,,,,,,,3564,,,,,48,76,-37,558,627,-11,16233,16201,0,16134,1,234,238,-2,47,39,21,68,68,0,64,6,1/1/2009,Pre Series A,109296,1/7/2015,109296,los angeles,hermosa beach,los angeles,CA,usa,NA,No,10,5,21859.2
Zenatix,Assurance,Resources,analytics|energy|enterprise software,B2B,http://zenatix.com,,Helping companies understand their power consumption pattern and the way they interact with their buildings,Rohit Bansal|Kunal Bahl|Rajan Anandan|Arjun Malhotra|Sunil Kalra|Rahul Khanna|Manoj Dawane|Zubin Irani,184,2,132,-439,https://mattermark.com/app/data/10895924/,No,,,,,13,12,1,8,7,6,86,7111,6159,15,4440,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,25,4,23,13,,Pre Series A,161000,7/1/2015,161000,gugaon,gugaon,,,ind,AS,No,4,3,53666.67
zipurb,Safety,Mobility & Logistics,transportation,B2B|B2C|Marketplace,http://zipurb.com,,Driving into the future of cities,,22,,22,-71,https://mattermark.com/app/data/274950/,No,,,,big data|logistics,4,4,0,0,5,-1,-20,16,31,-48,55,-71,,,,,,,8,,,,,0,0,,0,0,,,,,,,,,,,,,6,,,,,1/1/2013,No Known Funding,,,,,,,,,,No,,,
ZoomCar India,Assurance,Built Environment,automotive|hospitality|mobile|transportation,B2C,http://zoomcar.com,,Rental service for self-driving cars in Bangalore.,Haroon Mokhtarzada|Mohandas Pai|Abhay Jain|Empire Angels|FundersClub|Basset Investment Group|Sequoia Capital|Triangle Growth Partners|Larry Summers|Empire Angels|Lady Barbara Judge|Sequoia Capital|Empire Angels|Basset Investment Group|Triangle Growth Partners|FundersClub|Empire Angels|FundersClub|Rajkumar Elango,1865,98,725,-297,https://mattermark.com/app/data/117829/zoomcar-india,No,,,,,255,235,20,9,103,152,148,1026118,1015462,1,990799,4,,,,,,,3145,,,,,8,10,-20,59,126,-53,113442,112863,1,110251,3,10805,9452,14,1332,4774,-72,2581,2509,3,2221,16,1/1/2012,A,20600000,7/8/2015,11000000,bangalore,bangalore,,,ind,AS,No,4,248,44354.84
Zuli,Assurance,Built Environment,consumer electronics|hardware|internet of things|mobile,B2C,http://zuli.io,,"Control your lights and appliances from your smartphone using Zuli 
Smartplugs and smart home technology.",,252,,252,-557,https://mattermark.com/app/data/221641/zuli,No,,,,consumer electronics|internet of things|sustainability,10,11,-1,-9,8,2,25,49881,44180,13,26954,85,,,,,,,1483,,,,,16,55,-71,93,32,191,1246,1242,0,1215,3,12,10,20,13,19,-32,208,205,1,197,6,1/1/2012,Pre Series A,0,,,bay area,san francisco,bay area,CA,usa,NA,No,,,
